;Код ОВД     ;Год         ;Номер документа      ;Номер престу;Дата пос тановки  в ИЦ     ;Текст решения                                                                                                                                      ;Дата решения            ;Фамилия сл-ля                                            ;Шифр докумен;Дата соз дания за писи     ;Код принятого решения      ;Кто приня л решение (код)     
4397;4;2006;38926;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4398;4;2006;38928;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4399;4;2006;38930;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4400;4;2006;38931;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4401;4;2006;38933;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4402;4;2006;38934;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4403;4;2006;38935;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4404;4;2006;38938;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4405;4;2006;38939;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4406;4;2006;38944;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4407;4;2006;38945;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4408;4;2006;38948;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4409;4;2006;38949;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;30.04.2016;174;2
4410;4;2006;38950;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4411;4;2006;38952;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4412;4;2006;38956;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4413;4;2006;38958;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4414;4;2006;38962;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;17.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4415;4;2006;38964;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4416;4;2006;38969;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4417;4;2006;38970;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4418;4;2006;38972;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4419;4;2006;38980;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4420;4;2006;38989;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4421;4;2006;38997;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4422;4;2006;39009;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4423;4;2006;39012;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4424;4;2006;39019;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4425;4;2006;39022;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4426;4;2006;39027;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4427;4;2006;39028;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4428;4;2006;39029;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4429;4;2006;39045;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4430;4;2006;39046;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4431;4;2006;39047;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4432;4;2006;39052;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4433;4;2006;39053;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4434;4;2006;39054;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4435;4;2006;39055;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4436;4;2006;39058;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4437;4;2006;39064;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4438;4;2006;39076;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4439;4;2006;39077;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4440;4;2006;39095;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4441;4;2006;39097;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4442;4;2006;39100;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4443;4;2006;39105;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4444;4;2006;39117;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4445;4;2006;39119;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4446;4;2006;39120;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4447;4;2006;39144;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4448;4;2006;39149;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4449;4;2006;39155;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4450;4;2006;39160;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4451;4;2006;39161;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4452;4;2006;39161;2;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4453;4;2006;39163;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4454;4;2006;39164;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4455;4;2006;39168;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4456;4;2006;39180;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4457;4;2006;39184;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4458;4;2006;39186;1;28.07.2016;Возобн.приост.ст208ч.1п.1                         ;25.07.2016;КОРНИЛОВА           ;3;28.07.2016;174;2
4459;4;2006;39187;1;28.07.2016;Возобн.приост.ст208ч.1п.1                         ;25.07.2016;КОРНИЛОВА           ;3;28.07.2016;174;2
4460;4;2006;39190;1;28.07.2016;Возобн.приост.ст208ч.1п.1                         ;25.07.2016;КОРНИЛОВА           ;3;28.07.2016;174;2
4461;4;2006;39191;1;28.07.2016;Возобн.приост.ст208ч.1п.1                         ;25.07.2016;КОРНИЛОВА           ;3;28.07.2016;174;2
4462;4;2006;39192;1;27.07.2016;Возобн.приост.ст208ч.1п.1                         ;21.07.2016;КОРНИЛОВА           ;3;27.07.2016;174;2
4463;4;2006;39284;1;28.07.2016;Возобн.приост.ст208ч.1п.1                         ;25.07.2016;КОРНИЛОВА           ;3;28.07.2016;174;2
4464;4;2006;39295;1;28.07.2016;Возобн.приост.ст208ч.1п.1                         ;25.07.2016;КОРНИЛОВА           ;3;28.07.2016;174;2
4465;4;2006;39311;1;28.07.2016;Возобн.приост.ст208ч.1п.1                         ;25.07.2016;КОРНИЛОВА           ;3;28.07.2016;174;2
4466;4;2006;39337;1;17.05.2016;Возобн.приост.ст208ч.1п.1                         ;03.05.2016;КОРНИЛОВА           ;3;17.05.2016;174;2
4467;4;2006;39417;1;28.07.2016;Возобн.приост.ст208ч.1п.1                         ;25.07.2016;КОРНИЛОВА           ;3;28.07.2016;174;2
4468;4;2006;39456;1;28.07.2016;Возобн.приост.ст208ч.1п.1                         ;25.07.2016;КОРНИЛОВА           ;3;28.07.2016;174;2
4469;4;2007;17077;1;30.07.2016;Возобн.приост.ст208ч.1п.1                         ;28.06.2016;КУЗНЕЦОВА           ;3;01.08.2016;174;2
4470;4;2007;17077;2;30.07.2016;Возобн.приост.ст208ч.1п.1                         ;28.06.2016;КУЗНЕЦОВА           ;3;01.08.2016;174;2
4471;4;2008;127604;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4472;4;2008;134704;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КИРИЛЛОВА           ;3;22.04.2016;174;2
4473;4;2008;169804;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4474;4;2008;173504;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4475;4;2008;182104;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4476;4;2008;197904;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4477;4;2008;214804;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4478;4;2008;268904;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4479;4;2008;269904;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4480;4;2008;274504;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4481;4;2008;283604;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4482;4;2008;285704;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4483;4;2008;287004;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4484;4;2008;288304;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4485;4;2008;291004;1;22.04.2016;Возобн.приост.ст208ч.1п.1                         ;07.04.2016;КОРНИЛОВА           ;3;22.04.2016;174;2
4486;4;2009;116338;1;26.04.2016;Возобн.приост.ст208ч.1п.1                         ;18.04.2016;КОРНИЛОВА           ;3;26.04.2016;174;2
4487;4;2009;319204;1;25.01.2016;По инициативе прокур.п.1                          ;21.01.2016;БУТЫЛЬСКИЙ          ;3;25.01.2016;174;43
4488;4;2009;376504;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4489;4;2009;403504;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БУТЫЛЬСКИЙ          ;3;02.02.2016;174;2
4490;4;2009;403804;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;24.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4491;4;2009;404304;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4492;4;2009;404604;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;24.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4493;4;2009;404704;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;24.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4494;4;2009;404804;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;16.01.2016;ВЫДРИН              ;3;25.01.2016;174;5
4495;4;2009;405004;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;16.01.2016;ВЫДРИН              ;3;25.01.2016;174;5
4496;4;2009;405104;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;24.01.2016;БУТЫЛЬСКИЙ          ;3;02.02.2016;174;2
4497;4;2009;405304;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4498;4;2009;405604;1;21.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4499;4;2009;406104;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;31.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4500;4;2009;406604;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;16.01.2016;ВЫДРИН              ;3;25.01.2016;174;5
4501;4;2009;406904;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4502;4;2009;407104;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;16.01.2016;ВЫДРИН              ;3;25.01.2016;174;5
4503;4;2009;407604;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4504;4;2009;408104;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4505;4;2009;408204;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4506;4;2009;408304;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4507;4;2009;408504;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4508;4;2009;408904;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4509;4;2009;409204;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4510;4;2009;409404;1;30.05.2016;Возобн.приост.ст208ч.1п.1                         ;09.05.2016;ВЫДРИН              ;3;30.05.2016;174;5
4511;4;2009;409804;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БНЛОУСОВА           ;3;02.02.2016;174;2
4512;4;2009;410404;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4513;4;2009;410804;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4514;4;2009;410904;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4515;4;2009;411304;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4516;4;2009;411404;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4517;4;2009;411604;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4518;4;2009;411904;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4519;4;2009;412304;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4520;4;2009;412404;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4521;4;2009;412504;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4522;4;2009;412604;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4523;4;2009;412704;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4524;4;2009;413304;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;16.01.2016;ВЫДРИН              ;3;25.01.2016;174;5
4525;4;2009;413604;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4526;4;2009;414104;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4527;4;2009;414304;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4528;4;2009;414804;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4529;4;2009;415604;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4530;4;2009;415704;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4531;4;2009;415804;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4532;4;2009;415904;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4533;4;2009;416004;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4534;4;2009;416204;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;31.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4535;4;2009;416404;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4536;4;2009;416404;2;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4537;4;2009;416704;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4538;4;2009;416804;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4539;4;2009;416904;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4540;4;2009;417004;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4541;4;2009;417104;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4542;4;2009;417404;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4543;4;2009;417604;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4544;4;2009;418004;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4545;4;2009;418104;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4546;4;2009;418204;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4547;4;2009;418504;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4548;4;2009;419004;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4549;4;2009;419104;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4550;4;2009;419504;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4551;4;2009;420004;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4552;4;2009;420104;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;5
4553;4;2009;420204;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4554;4;2009;420304;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4555;4;2009;420404;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4556;4;2009;420604;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4557;4;2009;421004;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4558;4;2009;421204;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4559;4;2009;421204;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4560;4;2009;421304;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4561;4;2009;421404;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;21.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4562;4;2009;422004;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4563;4;2009;422304;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;16.01.2016;ВЫДРИН              ;3;25.01.2016;174;5
4564;4;2009;422404;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4565;4;2009;422504;1;25.01.2016;Возобн.приост.ст208ч.1п.1                         ;16.01.2016;ВЫДРИН              ;3;25.01.2016;174;5
4566;4;2009;422704;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4567;4;2009;423704;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4568;4;2009;424504;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4569;4;2009;424604;1;28.06.2016;Возобн.приост.ст208ч.1п.1                         ;09.06.2016;ВЫДРИН              ;3;28.06.2016;174;5
4570;4;2009;424904;1;28.06.2016;Возобн.приост.ст208ч.1п.1                         ;09.06.2016;ВЫДРИН              ;3;28.06.2016;174;5
4571;4;2009;425304;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4572;4;2009;425604;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4573;4;2009;425804;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4574;4;2009;425904;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4575;4;2009;426004;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4576;4;2009;426304;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4577;4;2009;426404;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4578;4;2009;426504;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
4579;4;2009;426704;1;31.01.2016;Возобн.приост.ст208ч.1п.1                         ;20.01.2016;БЕЛОУСОВА           ;3;02.02.2016;174;2
